timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
55.00;0.00;2981.21;0.05;0.96;0.03;150.98;HBEFA3/PC_G_EU4;0.00;950.87;35;24254277#0_0;66.20;105.62;!35;15.95;DEFAULT_VEHTYPE;0.00;388.06;575.72
55.00;120.42;3960.83;0.64;1.71;0.08;157.59;HBEFA3/PC_G_EU4;0.00;1263.35;37;24254277#3_0;64.34;14.44;!37;4.56;DEFAULT_VEHTYPE;0.00;456.51;446.30
55.00;121.49;8237.59;0.75;3.51;0.17;150.60;HBEFA3/PC_G_EU4;0.00;2627.38;39;24254277#0_0;69.68;59.56;!39;12.95;DEFAULT_VEHTYPE;0.00;365.48;615.86
55.00;0.00;0.00;0.00;0.00;0.00;155.36;HBEFA3/PC_G_EU4;0.00;0.00;40;24254277#2_0;54.43;76.78;!40;8.06;DEFAULT_VEHTYPE;0.00;449.12;463.33
55.00;147.92;7888.84;0.86;3.45;0.17;150.60;HBEFA3/PC_G_EU4;0.00;2516.16;44;24254277#0_0;70.61;26.97;!44;9.00;DEFAULT_VEHTYPE;0.00;349.48;644.26
55.00;151.01;3970.79;0.78;1.77;0.09;166.65;HBEFA3/PC_G_EU4;0.00;1266.54;45;24254277#0_0;67.87;7.59;!45;2.49;DEFAULT_VEHTYPE;0.00;341.11;661.66
55.00;95.68;6402.60;0.59;2.69;0.12;193.38;HBEFA3/PC_G_EU4;0.00;2042.12;49;766761483#4_0;67.54;20.73;!49;11.36;DEFAULT_VEHTYPE;0.00;455.38;195.18
55.00;9.80;2296.58;0.09;0.74;0.01;193.21;HBEFA3/PC_G_EU4;0.00;732.52;8;766761483#3_0;62.99;15.19;!8;11.53;DEFAULT_VEHTYPE;0.00;462.35;224.57
56.00;56.27;5734.74;0.39;2.27;0.10;201.93;HBEFA3/PC_G_EU4;0.00;1829.10;16;766761483#4_0;67.65;96.59;!16;15.28;DEFAULT_VEHTYPE;0.00;437.02;121.63
56.00;4.20;2633.37;0.08;0.86;0.02;162.52;HBEFA3/PC_G_EU4;0.00;839.94;26;24254277#6_0;64.36;4.85;!26;13.24;DEFAULT_VEHTYPE;0.00;478.54;394.30
56.00;0.00;1670.78;0.01;0.44;0.00;194.33;HBEFA3/PC_G_EU4;0.00;532.92;27;24254277#10_0;62.76;9.69;!27;11.93;DEFAULT_VEHTYPE;0.00;476.59;295.97
56.00;0.00;0.00;0.00;0.00;0.00;155.09;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#2_0;58.65;64.90;!28;9.63;DEFAULT_VEHTYPE;0.00;444.14;474.12
56.00;23.21;2709.64;0.17;0.95;0.03;149.69;HBEFA3/PC_G_EU4;0.00;864.26;29;24254277#2_0;63.02;45.30;!29;10.93;DEFAULT_VEHTYPE;0.00;435.10;491.49
56.00;46.18;4221.52;0.31;1.64;0.06;186.99;HBEFA3/PC_G_EU4;0.00;1346.47;31;24254277#9_0;65.09;15.61;!31;11.94;DEFAULT_VEHTYPE;0.00;481.07;317.60
56.00;33.88;4668.80;0.26;1.77;0.07;202.86;HBEFA3/PC_G_EU4;0.00;1489.13;32;766761483#4_0;66.92;123.23;!32;15.37;DEFAULT_VEHTYPE;0.00;426.74;97.06
56.00;0.00;0.00;0.00;0.00;0.00;149.04;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#2_0;60.29;23.08;!33;11.29;DEFAULT_VEHTYPE;0.00;423.87;510.66
56.00;0.00;0.00;0.00;0.00;0.00;152.88;HBEFA3/PC_G_EU4;0.00;0.00;34;24254277#2_0;61.60;1.19;!34;12.09;DEFAULT_VEHTYPE;0.00;412.72;529.50
56.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#0_0;64.52;120.99;!35;15.37;DEFAULT_VEHTYPE;0.00;395.33;562.18
56.00;137.41;6232.01;0.77;2.72;0.13;157.59;HBEFA3/PC_G_EU4;0.00;1987.72;37;24254277#3_0;68.93;21.30;!37;6.86;DEFAULT_VEHTYPE;0.00;459.12;439.95
56.00;150.01;10205.60;0.93;4.39;0.22;150.60;HBEFA3/PC_G_EU4;0.00;3255.07;39;24254277#0_0;71.58;74.51;!39;14.95;DEFAULT_VEHTYPE;0.00;372.82;602.84
56.00;0.00;0.00;0.00;0.00;0.00;155.18;HBEFA3/PC_G_EU4;0.00;0.00;40;24254277#3_0;55.00;2.49;!40;6.63;DEFAULT_VEHTYPE;0.00;451.89;457.30
56.00;165.05;9846.19;0.99;4.31;0.21;150.60;HBEFA3/PC_G_EU4;0.00;3140.45;44;24254277#0_0;72.15;38.52;!44;11.55;DEFAULT_VEHTYPE;0.00;355.15;634.20
56.00;123.96;3697.30;0.65;1.60;0.07;160.33;HBEFA3/PC_G_EU4;0.00;1179.30;45;24254277#0_0;63.81;11.52;!45;3.92;DEFAULT_VEHTYPE;0.00;342.43;657.97
56.00;90.29;6632.43;0.57;2.76;0.13;192.75;HBEFA3/PC_G_EU4;0.00;2115.42;49;766761483#4_0;67.87;33.41;!49;12.69;DEFAULT_VEHTYPE;0.00;452.51;182.82
57.00;0.00;0.00;0.00;0.00;0.00;202.66;HBEFA3/PC_G_EU4;0.00;0.00;16;766761483#4_0;63.74;111.16;!16;14.57;DEFAULT_VEHTYPE;0.00;431.41;108.19
57.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;26;24254277#6_0;62.83;17.66;!26;12.80;DEFAULT_VEHTYPE;0.00;479.53;381.54
57.00;0.00;0.00;0.00;0.00;0.00;188.87;HBEFA3/PC_G_EU4;0.00;0.00;27;24254277#11_0;60.93;1.16;!27;11.20;DEFAULT_VEHTYPE;0.00;474.29;285.03
57.00;0.00;0.00;0.00;0.00;0.00;155.09;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#2_0;56.34;72.96;!28;8.06;DEFAULT_VEHTYPE;0.00;447.54;466.81
57.00;0.00;0.00;0.00;0.00;0.00;149.90;HBEFA3/PC_G_EU4;0.00;0.00;29;24254277#2_0;58.16;54.81;!29;9.51;DEFAULT_VEHTYPE;0.00;439.89;483.27
57.00;0.00;1810.90;0.03;0.51;0.00;190.78;HBEFA3/PC_G_EU4;0.00;577.61;31;:572671_0_0;62.78;4.56;!31;11.82;DEFAULT_VEHTYPE;0.00;479.14;305.95
57.00;13.46;3745.37;0.15;1.32;0.05;203.31;HBEFA3/PC_G_EU4;0.00;1194.60;32;766761483#4_0;66.47;138.90;!32;15.67;DEFAULT_VEHTYPE;0.00;420.54;82.66
57.00;7.05;2057.29;0.08;0.64;0.01;149.58;HBEFA3/PC_G_EU4;0.00;656.20;33;24254277#2_0;62.60;34.34;!33;11.26;DEFAULT_VEHTYPE;0.00;429.57;500.95
57.00;0.00;0.00;0.00;0.00;0.00;148.86;HBEFA3/PC_G_EU4;0.00;0.00;34;24254277#2_0;61.64;12.74;!34;11.55;DEFAULT_VEHTYPE;0.00;418.54;519.52
57.00;4.44;3282.17;0.10;1.11;0.03;151.78;HBEFA3/PC_G_EU4;0.00;1046.86;35;24254277#0_0;66.14;136.55;!35;15.56;DEFAULT_VEHTYPE;0.00;402.68;548.47
57.00;129.94;6997.51;0.76;3.03;0.14;157.21;HBEFA3/PC_G_EU4;0.00;2231.87;37;:572666_0_0;69.02;1.86;!37;8.96;DEFAULT_VEHTYPE;0.00;462.57;431.68
57.00;11.96;3569.03;0.14;1.25;0.04;150.60;HBEFA3/PC_G_EU4;0.00;1138.36;39;24254277#0_0;66.13;89.73;!39;15.22;DEFAULT_VEHTYPE;0.00;380.29;589.58
57.00;137.44;7324.91;0.80;3.18;0.15;157.59;HBEFA3/PC_G_EU4;0.00;2336.30;40;24254277#3_0;69.66;11.38;!40;8.89;DEFAULT_VEHTYPE;0.00;455.34;449.12
57.00;85.66;6448.50;0.54;2.67;0.12;150.60;HBEFA3/PC_G_EU4;0.00;2056.76;44;24254277#0_0;67.68;51.33;!44;12.81;DEFAULT_VEHTYPE;0.00;361.44;623.04
57.00;126.64;5111.98;0.70;2.22;0.10;155.67;HBEFA3/PC_G_EU4;0.00;1630.50;45;24254277#0_0;66.92;17.38;!45;5.87;DEFAULT_VEHTYPE;0.00;344.78;652.61
57.00;164.78;2624.72;0.81;1.20;0.07;171.51;HBEFA3/PC_G_EU4;0.00;837.22;47;24254277#0_0;55.94;5.10;!47;0.00;DEFAULT_VEHTYPE;0.00;340.33;664.03
57.00;22.61;3463.68;0.18;1.26;0.04;192.75;HBEFA3/PC_G_EU4;0.00;1104.76;49;766761483#4_0;64.89;46.45;!49;13.04;DEFAULT_VEHTYPE;0.00;449.63;170.10
58.00;66.70;6295.02;0.45;2.53;0.11;203.31;HBEFA3/PC_G_EU4;0.00;2007.81;16;766761483#4_0;68.15;126.67;!16;15.51;DEFAULT_VEHTYPE;0.00;425.38;93.89
58.00;3.50;2478.25;0.07;0.80;0.02;175.70;HBEFA3/PC_G_EU4;0.00;790.46;26;:572669_0_0;64.01;3.17;!26;12.87;DEFAULT_VEHTYPE;0.00;480.45;368.71
58.00;55.74;4708.71;0.36;1.87;0.08;184.90;HBEFA3/PC_G_EU4;0.00;1501.86;27;766761483#0_0;65.63;3.56;!27;12.00;DEFAULT_VEHTYPE;0.00;473.06;273.11
58.00;108.83;6339.32;0.65;2.70;0.12;155.41;HBEFA3/PC_G_EU4;0.00;2021.94;28;24254277#3_0;67.62;1.77;!28;9.73;DEFAULT_VEHTYPE;0.00;451.58;457.95
58.00;0.00;0.00;0.00;0.00;0.00;155.09;HBEFA3/PC_G_EU4;0.00;0.00;29;24254277#2_0;56.84;62.97;!29;8.16;DEFAULT_VEHTYPE;0.00;443.33;475.87
58.00;13.63;2649.09;0.12;0.90;0.02;194.33;HBEFA3/PC_G_EU4;0.00;844.95;31;24254277#10_0;63.59;11.36;!31;11.96;DEFAULT_VEHTYPE;0.00;476.18;294.36
58.00;0.00;0.00;0.00;0.00;0.00;203.45;HBEFA3/PC_G_EU4;0.00;0.00;32;766761483#4_0;63.60;153.66;!32;14.76;DEFAULT_VEHTYPE;0.00;414.69;69.12
58.00;0.00;0.00;0.00;0.00;0.00;149.69;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#2_0;59.06;44.40;!33;10.06;DEFAULT_VEHTYPE;0.00;434.65;492.27
58.00;0.00;0.00;0.00;0.00;0.00;149.16;HBEFA3/PC_G_EU4;0.00;0.00;34;24254277#2_0;61.46;23.85;!34;11.11;DEFAULT_VEHTYPE;0.00;424.26;510.00
58.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#0_0;63.73;151.29;!35;14.75;DEFAULT_VEHTYPE;0.00;409.66;535.47
58.00;151.28;9083.78;0.91;3.95;0.19;155.32;HBEFA3/PC_G_EU4;0.00;2897.28;37;24254277#4_0;71.19;6.21;!37;11.31;DEFAULT_VEHTYPE;0.00;467.19;421.35
58.00;47.25;5440.69;0.34;2.12;0.09;150.99;HBEFA3/PC_G_EU4;0.00;1735.32;39;24254277#0_0;67.68;105.65;!39;15.92;DEFAULT_VEHTYPE;0.00;388.08;575.69
58.00;43.87;2954.80;0.27;1.11;0.04;157.59;HBEFA3/PC_G_EU4;0.00;942.46;40;24254277#3_0;62.39;20.62;!40;9.25;DEFAULT_VEHTYPE;0.00;458.87;440.58
58.00;0.00;1504.81;0.00;0.34;0.00;150.60;HBEFA3/PC_G_EU4;0.00;479.99;44;24254277#0_0;63.12;63.91;!44;12.58;DEFAULT_VEHTYPE;0.00;367.62;612.08
58.00;106.00;5000.54;0.60;2.13;0.10;150.60;HBEFA3/PC_G_EU4;0.00;1594.95;45;24254277#0_0;65.78;24.76;!45;7.38;DEFAULT_VEHTYPE;0.00;348.40;646.18
58.00;147.98;3469.66;0.76;1.55;0.08;167.69;HBEFA3/PC_G_EU4;0.00;1106.70;47;24254277#0_0;65.66;7.13;!47;2.03;DEFAULT_VEHTYPE;0.00;340.96;662.10
58.00;78.00;6497.41;0.51;2.66;0.12;193.38;HBEFA3/PC_G_EU4;0.00;2072.36;49;766761483#4_0;67.97;60.61;!49;14.16;DEFAULT_VEHTYPE;0.00;446.45;156.30
59.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;16;766761483#4_0;63.61;141.33;!16;14.66;DEFAULT_VEHTYPE;0.00;419.58;80.43
59.00;0.00;1918.98;0.01;0.53;0.00;175.81;HBEFA3/PC_G_EU4;0.00;612.08;26;:572670_0_0;63.54;2.95;!26;12.77;DEFAULT_VEHTYPE;0.00;481.50;355.98
59.00;0.00;0.00;0.00;0.00;0.00;191.84;HBEFA3/PC_G_EU4;0.00;0.00;27;766761483#2_0;62.05;0.91;!27;11.63;DEFAULT_VEHTYPE;0.00;470.91;261.77
59.00;0.00;0.00;0.00;0.00;0.00;157.59;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#3_0;60.34;11.16;!28;9.39;DEFAULT_VEHTYPE;0.00;455.26;449.32
59.00;98.17;5771.70;0.58;2.43;0.11;155.09;HBEFA3/PC_G_EU4;0.00;1840.90;29;24254277#2_0;66.73;72.59;!29;9.62;DEFAULT_VEHTYPE;0.00;447.38;467.14
59.00;33.14;3770.11;0.24;1.42;0.05;186.62;HBEFA3/PC_G_EU4;0.00;1202.49;31;24254277#11_0;64.86;4.06;!31;12.44;DEFAULT_VEHTYPE;0.00;473.96;282.14
59.00;2.80;3047.80;0.08;1.01;0.03;204.07;HBEFA3/PC_G_EU4;0.00;972.12;32;766761483#4_0;65.64;168.57;!32;14.91;DEFAULT_VEHTYPE;0.00;408.61;55.50
59.00;0.00;0.00;0.00;0.00;0.00;149.69;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#2_0;59.29;53.72;!33;9.32;DEFAULT_VEHTYPE;0.00;439.35;484.22
59.00;0.00;0.00;0.00;0.00;0.00;149.58;HBEFA3/PC_G_EU4;0.00;0.00;34;24254277#2_0;59.29;33.90;!34;10.05;DEFAULT_VEHTYPE;0.00;429.35;501.33
59.00;0.00;0.00;0.00;0.00;0.00;150.06;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#2_0;64.19;8.76;!35;14.39;DEFAULT_VEHTYPE;0.00;416.48;522.93
59.00;109.29;7630.40;0.68;3.23;0.15;155.63;HBEFA3/PC_G_EU4;0.00;2433.72;37;24254277#5_0;68.99;1.13;!37;12.91;DEFAULT_VEHTYPE;0.00;472.55;409.61
59.00;0.00;2355.20;0.00;0.66;0.01;151.78;HBEFA3/PC_G_EU4;0.00;751.21;39;24254277#0_0;65.83;121.53;!39;15.87;DEFAULT_VEHTYPE;0.00;395.58;561.70
59.00;14.76;3005.86;0.14;1.05;0.03;150.60;HBEFA3/PC_G_EU4;0.00;958.74;44;24254277#0_0;64.39;76.72;!44;12.81;DEFAULT_VEHTYPE;0.00;373.90;600.92
59.00;129.04;7187.83;0.76;3.10;0.15;150.60;HBEFA3/PC_G_EU4;0.00;2292.57;45;24254277#0_0;69.12;34.21;!45;9.45;DEFAULT_VEHTYPE;0.00;353.04;637.95
59.00;131.52;3959.67;0.69;1.73;0.08;160.33;HBEFA3/PC_G_EU4;0.00;1262.98;47;24254277#0_0;65.11;10.91;!47;3.77;DEFAULT_VEHTYPE;0.00;342.23;658.54
59.00;0.00;1325.87;0.00;0.23;0.00;194.14;HBEFA3/PC_G_EU4;0.00;422.91;49;766761483#4_0;63.96;74.49;!49;13.88;DEFAULT_VEHTYPE;0.00;443.06;142.84
60.00;0.00;2394.47;0.01;0.71;0.01;203.81;HBEFA3/PC_G_EU4;0.00;763.74;16;766761483#4_0;65.09;155.98;!16;14.65;DEFAULT_VEHTYPE;0.00;413.74;66.99
60.00;10.46;2841.04;0.11;0.96;0.03;178.45;HBEFA3/PC_G_EU4;0.00;906.17;26;24254277#8_0;64.34;10.77;!26;12.94;DEFAULT_VEHTYPE;0.00;481.92;343.05
60.00;0.00;0.00;0.00;0.00;0.00;192.73;HBEFA3/PC_G_EU4;0.00;0.00;27;766761483#2_0;62.04;12.26;!27;11.35;DEFAULT_VEHTYPE;0.00;468.41;250.71
60.00;84.71;5567.79;0.52;2.31;0.10;157.59;HBEFA3/PC_G_EU4;0.00;1775.87;28;24254277#3_0;66.41;21.79;!28;10.63;DEFAULT_VEHTYPE;0.00;459.31;439.50
60.00;22.14;2073.28;0.15;0.69;0.01;155.56;HBEFA3/PC_G_EU4;0.00;661.30;29;24254277#3_0;61.46;1.28;!29;9.61;DEFAULT_VEHTYPE;0.00;451.36;458.39
60.00;0.00;0.00;0.00;0.00;0.00;186.22;HBEFA3/PC_G_EU4;0.00;0.00;31;766761483#1_0;61.37;1.41;!31;11.70;DEFAULT_VEHTYPE;0.00;472.71;270.62
60.00;0.00;0.00;0.00;0.00;0.00;155.09;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#2_0;59.85;62.65;!33;8.93;DEFAULT_VEHTYPE;0.00;443.19;476.16
60.00;0.00;0.00;0.00;0.00;0.00;149.69;HBEFA3/PC_G_EU4;0.00;0.00;34;24254277#2_0;58.41;42.93;!34;9.03;DEFAULT_VEHTYPE;0.00;433.91;493.54
60.00;0.00;0.00;0.00;0.00;0.00;148.86;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#2_0;59.64;20.60;!35;11.84;DEFAULT_VEHTYPE;0.00;422.60;512.80
60.00;23.01;3559.70;0.19;1.30;0.04;160.86;HBEFA3/PC_G_EU4;0.00;1135.38;37;24254277#6_0;65.09;1.67;!37;13.28;DEFAULT_VEHTYPE;0.00;477.58;397.34
60.00;0.00;2282.71;0.00;0.63;0.01;151.78;HBEFA3/PC_G_EU4;0.00;728.09;39;24254277#0_0;65.76;137.34;!39;15.81;DEFAULT_VEHTYPE;0.00;403.06;547.77
60.00;38.08;4329.02;0.27;1.66;0.06;150.60;HBEFA3/PC_G_EU4;0.00;1380.76;44;24254277#0_0;65.79;90.11;!44;13.39;DEFAULT_VEHTYPE;0.00;380.48;589.25
60.00;139.59;8622.67;0.84;3.73;0.18;150.60;HBEFA3/PC_G_EU4;0.00;2750.21;45;24254277#0_0;70.45;45.79;!45;11.58;DEFAULT_VEHTYPE;0.00;358.72;627.86
60.00;142.89;6127.25;0.80;2.69;0.13;156.14;HBEFA3/PC_G_EU4;0.00;1954.32;47;24254277#0_0;69.32;17.14;!47;6.24;DEFAULT_VEHTYPE;0.00;344.66;652.82
60.00;0.00;1424.59;0.00;0.28;0.00;194.14;HBEFA3/PC_G_EU4;0.00;454.40;49;766761483#4_0;63.83;88.12;!49;13.63;DEFAULT_VEHTYPE;0.00;439.73;129.63
61.00;53.86;5655.35;0.38;2.23;0.10;204.07;HBEFA3/PC_G_EU4;0.00;1803.78;16;766761483#4_0;67.65;171.42;!16;15.44;DEFAULT_VEHTYPE;0.00;407.44;52.89
61.00;0.00;0.00;0.00;0.00;0.00;181.03;HBEFA3/PC_G_EU4;0.00;0.00;26;24254277#9_0;61.99;2.39;!26;12.28;DEFAULT_VEHTYPE;0.00;481.95;330.77
61.00;3.33;1873.22;0.05;0.55;0.00;192.99;HBEFA3/PC_G_EU4;0.00;597.49;27;:572674_0_0;62.42;4.62;!27;11.25;DEFAULT_VEHTYPE;0.00;465.91;239.74
61.00;37.74;3478.30;0.25;1.31;0.05;156.67;HBEFA3/PC_G_EU4;0.00;1109.43;28;:572666_0_0;63.93;4.47;!28;11.09;DEFAULT_VEHTYPE;0.00;463.61;429.28
61.00;54.40;3949.98;0.34;1.55;0.06;157.59;HBEFA3/PC_G_EU4;0.00;1259.87;29;24254277#3_0;64.17;11.58;!29;10.29;DEFAULT_VEHTYPE;0.00;455.42;448.94
61.00;0.00;1695.98;0.02;0.46;0.00;192.39;HBEFA3/PC_G_EU4;0.00;540.96;31;766761483#2_0;62.49;3.43;!31;11.54;DEFAULT_VEHTYPE;0.00;470.35;259.31
61.00;71.04;4578.61;0.43;1.86;0.08;155.09;HBEFA3/PC_G_EU4;0.00;1460.37;33;24254277#2_0;64.93;72.55;!33;9.89;DEFAULT_VEHTYPE;0.00;447.36;467.19
61.00;73.65;4776.21;0.45;1.95;0.08;149.69;HBEFA3/PC_G_EU4;0.00;1523.39;34;24254277#2_0;65.24;52.98;!34;10.05;DEFAULT_VEHTYPE;0.00;438.98;484.86
61.00;0.00;0.00;0.00;0.00;0.00;149.58;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#2_0;59.88;31.33;!35;10.74;DEFAULT_VEHTYPE;0.00;428.05;503.54
61.00;0.00;2284.30;0.04;0.69;0.01;176.06;HBEFA3/PC_G_EU4;0.00;728.60;37;24254277#6_0;64.13;14.94;!37;13.28;DEFAULT_VEHTYPE;0.00;479.35;384.25
61.00;0.00;2490.11;0.00;0.73;0.01;152.21;HBEFA3/PC_G_EU4;0.00;794.24;39;24254277#1_0;65.86;0.91;!39;15.80;DEFAULT_VEHTYPE;0.00;410.49;533.83
61.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#0_0;62.57;102.93;!44;12.81;DEFAULT_VEHTYPE;0.00;386.77;578.08
61.00;120.60;8313.10;0.75;3.54;0.17;150.60;HBEFA3/PC_G_EU4;0.00;2651.47;45;24254277#0_0;69.74;59.11;!45;13.32;DEFAULT_VEHTYPE;0.00;365.26;616.26
61.00;150.09;7879.49;0.87;3.45;0.17;150.60;HBEFA3/PC_G_EU4;0.00;2513.18;47;24254277#0_0;70.77;25.91;!47;8.77;DEFAULT_VEHTYPE;0.00;348.96;645.18
61.00;33.96;4361.74;0.26;1.65;0.06;202.66;HBEFA3/PC_G_EU4;0.00;1391.19;49;766761483#4_0;66.16;102.29;!49;14.17;DEFAULT_VEHTYPE;0.00;434.82;116.37
62.00;21.25;3245.92;0.17;1.16;0.04;186.18;HBEFA3/PC_G_EU4;0.00;1035.31;26;24254277#9_0;64.47;14.98;!26;12.59;DEFAULT_VEHTYPE;0.00;481.16;318.22
62.00;66.88;5334.22;0.43;2.16;0.09;193.21;HBEFA3/PC_G_EU4;0.00;1701.37;27;766761483#3_0;66.37;11.83;!27;12.23;DEFAULT_VEHTYPE;0.00;463.12;227.84
62.00;0.00;0.00;0.00;0.00;0.00;155.32;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#4_0;60.92;8.10;!28;10.59;DEFAULT_VEHTYPE;0.00;467.98;419.64
62.00;42.16;3574.93;0.27;1.36;0.05;157.59;HBEFA3/PC_G_EU4;0.00;1140.25;29;24254277#3_0;63.91;22.38;!29;10.80;DEFAULT_VEHTYPE;0.00;459.54;438.96
62.00;4.75;2041.75;0.07;0.62;0.01;192.73;HBEFA3/PC_G_EU4;0.00;651.24;31;766761483#2_0;62.75;14.93;!31;11.50;DEFAULT_VEHTYPE;0.00;467.82;248.10
62.00;38.98;3202.65;0.25;1.20;0.04;155.36;HBEFA3/PC_G_EU4;0.00;1021.51;33;24254277#3_0;63.23;1.92;!33;10.30;DEFAULT_VEHTYPE;0.00;451.64;457.82
62.00;35.33;3069.86;0.23;1.14;0.04;155.09;HBEFA3/PC_G_EU4;0.00;979.16;34;24254277#2_0;63.12;63.37;!34;10.40;DEFAULT_VEHTYPE;0.00;443.50;475.50
62.00;4.86;1663.42;0.06;0.47;0.00;149.69;HBEFA3/PC_G_EU4;0.00;530.58;35;24254277#2_0;61.72;41.90;!35;10.57;DEFAULT_VEHTYPE;0.00;433.39;494.42
62.00;0.00;0.00;0.00;0.00;0.00;149.32;HBEFA3/PC_G_EU4;0.00;0.00;39;24254277#2_0;63.61;11.05;!39;14.84;DEFAULT_VEHTYPE;0.00;417.66;520.96
62.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#0_0;62.25;115.22;!44;12.29;DEFAULT_VEHTYPE;0.00;392.60;567.26
62.00;160.35;10816.69;0.99;4.67;0.23;150.60;HBEFA3/PC_G_EU4;0.00;3449.98;45;24254277#0_0;72.13;74.50;!45;15.39;DEFAULT_VEHTYPE;0.00;372.82;602.85
62.00;92.31;5721.23;0.56;2.39;0.11;150.60;HBEFA3/PC_G_EU4;0.00;1824.80;47;24254277#0_0;66.62;36.05;!47;10.13;DEFAULT_VEHTYPE;0.00;353.94;636.35
62.00;1.93;2841.08;0.07;0.93;0.02;202.66;HBEFA3/PC_G_EU4;0.00;906.18;49;766761483#4_0;65.14;116.59;!49;14.30;DEFAULT_VEHTYPE;0.00;429.31;103.17
63.00;62.86;5571.60;0.42;2.24;0.10;192.07;HBEFA3/PC_G_EU4;0.00;1777.07;26;24254277#10_0;66.95;0.47;!26;13.52;DEFAULT_VEHTYPE;0.00;478.87;304.91
63.00;9.50;1854.52;0.08;0.56;0.00;155.61;HBEFA3/PC_G_EU4;0.00;591.53;28;24254277#5_0;61.85;0.60;!28;10.49;DEFAULT_VEHTYPE;0.00;472.34;410.09
63.00;48.75;4166.36;0.32;1.63;0.06;156.56;HBEFA3/PC_G_EU4;0.00;1328.88;29;:572666_0_0;64.85;5.45;!29;11.47;DEFAULT_VEHTYPE;0.00;464.00;428.39
63.00;23.26;3049.14;0.17;1.09;0.03;193.12;HBEFA3/PC_G_EU4;0.00;972.55;31;766761483#3_0;63.85;2.81;!31;11.78;DEFAULT_VEHTYPE;0.00;465.18;236.62
63.00;56.32;4372.14;0.36;1.73;0.07;157.59;HBEFA3/PC_G_EU4;0.00;1394.51;33;24254277#3_0;64.95;12.99;!33;11.07;DEFAULT_VEHTYPE;0.00;455.96;447.64
63.00;32.08;3053.02;0.21;1.12;0.04;155.09;HBEFA3/PC_G_EU4;0.00;973.78;34;24254277#2_0;63.28;74.10;!34;10.72;DEFAULT_VEHTYPE;0.00;448.01;465.78
63.00;25.99;2788.03;0.18;0.99;0.03;149.69;HBEFA3/PC_G_EU4;0.00;889.27;35;24254277#2_0;63.03;52.70;!35;10.80;DEFAULT_VEHTYPE;0.00;438.84;485.10
63.00;0.00;0.00;0.00;0.00;0.00;149.31;HBEFA3/PC_G_EU4;0.00;0.00;39;24254277#2_0;62.82;24.92;!39;13.87;DEFAULT_VEHTYPE;0.00;424.80;509.07
63.00;164.78;2624.72;0.81;1.20;0.07;150.46;HBEFA3/PC_G_EU4;0.00;837.22;41;24254277#2_0;55.94;5.10;!41;0.00;DEFAULT_VEHTYPE;0.00;414.64;526.09
63.00;26.77;3546.81;0.20;1.30;0.04;151.78;HBEFA3/PC_G_EU4;0.00;1131.28;44;24254277#0_0;64.78;127.90;!44;12.69;DEFAULT_VEHTYPE;0.00;398.60;556.09
63.00;4.02;3266.40;0.09;1.10;0.03;150.60;HBEFA3/PC_G_EU4;0.00;1041.83;45;24254277#0_0;66.14;90.08;!45;15.58;DEFAULT_VEHTYPE;0.00;380.46;589.27
63.00;156.91;9790.10;0.95;4.26;0.21;150.60;HBEFA3/PC_G_EU4;0.00;3122.55;47;24254277#0_0;71.67;48.51;!47;12.46;DEFAULT_VEHTYPE;0.00;360.06;625.49
63.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;49;766761483#4_0;63.53;130.41;!49;13.82;DEFAULT_VEHTYPE;0.00;423.90;90.46
64.00;0.00;0.00;0.00;0.00;0.00;194.33;HBEFA3/PC_G_EU4;0.00;0.00;26;24254277#10_0;61.98;13.13;!26;12.66;DEFAULT_VEHTYPE;0.00;475.74;292.64
