1895.12,15.93,68.03,2.35,2.427924175824176
866.82,13.03,64.29,0.9,0.9683289072039072
771.12,15.9,65.88,0.69,0.8178042582417584
1907.41,14.02,67.46,2.42,2.425899404761905
0.0,15.27,64.38,0.0,0.1580769230769231
0.0,13.48,63.15,0.0,0.0
641.98,15.16,65.21,0.52,0.56859375
835.9,13.56,64.55,0.84,0.8757685897435898
2102.27,16.12,68.56,2.66,2.6514687645687642
827.98,13.64,64.58,0.83,0.8757685897435898
966.87,16.22,66.38,0.97,1.3253065170940173
0.0,15.83,65.16,0.0,0.37627692307692306
637.47,15.7,65.55,0.5,0.6367037087912087
